Country Name,Country Code,Series Name,Series Code,1982 [YR1982],2012 [YR2012]
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,5151.553993,28647.83524
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.13414634,82.42682927
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,15196000,20424000
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,313.817124,3350.686574
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.96231707,74.5312439
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,42761,53650
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,1973.325919,13642.49592
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.95121951,..
St. Lucia,LCA,"Population, total",SP.POP.TOTL,121150,180890
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,1185.215735,7248.234505
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.6574878,74.77763415
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,8670,30959
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.2195122,79.02195122
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,102202,109334
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,1113.081949,6337.770112
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.07292683,72.67185366
Sub-Saharan Africa (all income levels),SSF,"Population, total",SP.POP.TOTL,405328909,922840423
Sub-Saharan Africa (all income levels),SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,629.8366495,1714.657976
Sub-Saharan Africa (all income levels),SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.7781214,57.54621094
Sub-Saharan Africa (developing only),SSA,"Population, total",SP.POP.TOTL,405011828,921978391
Sub-Saharan Africa (developing only),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,629.8872958,1695.360137
Sub-Saharan Africa (developing only),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.77720838,57.54516382
Sudan,SDN,"Population, total",SP.POP.TOTL,15470415,37712420
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,451.9286475,1662.287641
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.42478049,62.83219512
Suriname,SUR,"Population, total",SP.POP.TOTL,363993,528535
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2514.196702,9422.270994
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.4704878,70.80631707
Swaziland,SWZ,"Population, total",SP.POP.TOTL,639333,1231694
Swaziland,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,840.8265208,3988.667162
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.5675122,48.85063415
Sweden,SWE,"Population, total",SP.POP.TOTL,8325263,9519374
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,13545.25912,57134.07707
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.32731707,81.70487805
Switzerland,CHE,"Population, total",SP.POP.TOTL,6391309,7996861
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,17434.88509,83208.68654
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.03390244,82.69756098
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,9613517,21427155
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,1695.415465,..
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.88602439,70.78590244
Tajikistan,TJK,"Population, total",SP.POP.TOTL,4146923,7930929
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,962.4391249
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.66243902,69.16697561
Tanzania,TZA,"Population, total",SP.POP.TOTL,19894677,48645709
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,827.5288808
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.75031707,63.52090244
Thailand,THA,"Population, total",SP.POP.TOTL,49265597,67164130
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,742.7043325,5917.917934
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.64729268,74.07190244
Timor-Leste,TMP,"Population, total",SP.POP.TOTL,593937,1148958
Timor-Leste,TMP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1127.108215
Timor-Leste,TMP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.18621951,67.80014634
Togo,TGO,"Population, total",SP.POP.TOTL,2915148,6745581
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,281.8560282,580.4950618
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.32965854,58.55385366
Tonga,TON,"Population, total",SP.POP.TOTL,93683,104769
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,662.5338756,4364.309244
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.0494878,72.488
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1120610,1341579
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,7264.272444,18322.3238
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.28126829,70.15139024
Tunisia,TUN,"Population, total",SP.POP.TOTL,6729178,10777500
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1208.69722,4187.543531
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.80365854,73.99512195
Turkey,TUR,"Population, total",SP.POP.TOTL,45997940,74099255
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,1403.243984,10646.03553
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.94646341,74.63680488
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,3002785,5172941
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,6797.721166
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.47807317,65.31158537
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,8245,32430
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,8284,9860
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,..,4044.19378
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Uganda,UGA,"Population, total",SP.POP.TOTL,13318149,35400620
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,163.4986964,656.3980727
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.8025122,57.10019512
Ukraine,UKR,"Population, total",SP.POP.TOTL,50384000,45593300
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,3855.42128
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.9012439,70.94414634
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,1158477,8952542
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,40244.83745,41712.12421
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.88409756,77.02414634
United Kingdom,GBR,"Population, total",SP.POP.TOTL,56313641,63700300
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,9146.077357,41294.5148
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.17804878,80.90487805
Upper middle income,UMC,"Population, total",SP.POP.TOTL,1620690867,2323762195
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,747.2878644,7324.642781
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.85416399,74.23140797
Uruguay,URY,"Population, total",SP.POP.TOTL,2954281,3396753
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,3106.949597,15127.64415
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.83160976,76.68839024
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,16810937,29774500
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1719.036196
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.92212195,68.10197561
Vanuatu,VUT,"Population, total",SP.POP.TOTL,121433,247498
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,808.2205307,3158.420974
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.66487805,71.40817073
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,16185895,29854238
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,4738.301334,12771.59504
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.64453659,73.92573171
Vietnam,VNM,"Population, total",SP.POP.TOTL,55687000,88809200
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1754.547974
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.09387805,75.31939024
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,102000,105275
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,8162.745098,..
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.03646341,79.47317073
West Bank and Gaza,WBG,"Population, total",SP.POP.TOTL,..,4046901
West Bank and Gaza,WBG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,2782.905026
West Bank and Gaza,WBG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,72.55885366
World,WLD,"Population, total",SP.POP.TOTL,4595438199,7088725389
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2468.59825,10470.34151
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.46126689,71.00381752
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,8698304,24882792
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1289.034078
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.49270732,63.32729268
Zambia,ZMB,"Population, total",SP.POP.TOTL,6352561,14786581
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,609.3789722,1686.618024
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.786,58.36331707
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,7876414,14565482
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1084.211762,850.827694
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.6055122,53.64307317
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 04/11/2016,,,,,
